15-03-2018 20:52:31.050,707;
15-03-2018 20:52:31.576,708;
15-03-2018 20:52:32.103,707;
15-03-2018 20:52:32.625,707;
15-03-2018 20:52:33.150,707;
15-03-2018 20:52:33.677,707;
15-03-2018 20:52:34.178,708;
15-03-2018 20:52:34.677,707;
15-03-2018 20:52:35.177,707;
15-03-2018 20:52:35.677,707;
15-03-2018 20:52:36.176,707;
15-03-2018 20:52:36.677,707;
15-03-2018 20:52:37.199,708;
15-03-2018 20:52:37.699,708;
15-03-2018 20:52:38.176,708;
15-03-2018 20:52:38.679,708;
15-03-2018 20:52:39.199,708;
15-03-2018 20:52:39.675,708;
15-03-2018 20:52:40.178,708;
15-03-2018 20:52:40.677,709;
15-03-2018 20:52:42.089,709;
15-03-2018 20:52:43.177,709;
15-03-2018 20:52:43.677,709;
15-03-2018 20:52:44.177,710;
15-03-2018 20:52:44.699,709;
15-03-2018 20:52:45.179,704;
15-03-2018 20:52:45.679,703;
15-03-2018 20:52:46.179,702;
15-03-2018 20:52:46.678,703;
15-03-2018 20:52:47.177,702;
15-03-2018 20:52:47.678,703;
15-03-2018 20:52:48.177,703;
15-03-2018 20:52:48.677,703;
15-03-2018 20:52:49.177,702;
15-03-2018 20:52:49.676,702;
15-03-2018 20:52:50.177,677;
15-03-2018 20:52:50.677,643;
15-03-2018 20:52:51.178,631;
15-03-2018 20:52:51.679,599;
15-03-2018 20:52:52.177,591;
15-03-2018 20:52:52.678,565;
15-03-2018 20:52:53.178,556;
15-03-2018 20:52:53.677,528;
15-03-2018 20:52:54.178,526;
15-03-2018 20:52:54.678,500;
15-03-2018 20:52:55.179,497;
15-03-2018 20:52:55.677,490;
15-03-2018 20:52:56.177,477;
15-03-2018 20:52:56.678,468;
15-03-2018 20:52:57.179,442;
15-03-2018 20:52:57.678,438;
15-03-2018 20:52:58.178,417;
15-03-2018 20:52:58.679,410;
15-03-2018 20:52:59.176,393;
15-03-2018 20:52:59.677,384;
15-03-2018 20:53:00.177,368;
15-03-2018 20:53:00.678,355;
15-03-2018 20:53:01.177,341;
15-03-2018 20:53:01.679,334;
15-03-2018 20:53:02.180,322;
15-03-2018 20:53:02.677,312;
15-03-2018 20:53:03.178,301;
15-03-2018 20:53:03.679,292;
15-03-2018 20:53:04.179,283;
15-03-2018 20:53:04.677,274;
15-03-2018 20:53:05.178,266;
15-03-2018 20:53:05.678,256;
15-03-2018 20:53:06.177,248;
15-03-2018 20:53:06.679,240;
15-03-2018 20:53:07.176,233;
15-03-2018 20:53:07.677,225;
15-03-2018 20:53:08.177,218;
15-03-2018 20:53:08.677,211;
15-03-2018 20:53:09.176,205;
15-03-2018 20:53:09.676,198;
15-03-2018 20:53:10.179,191;
15-03-2018 20:53:10.679,186;
15-03-2018 20:53:11.178,179;
15-03-2018 20:53:11.701,173;
15-03-2018 20:53:12.177,168;
15-03-2018 20:53:12.677,162;
15-03-2018 20:53:13.176,156;
15-03-2018 20:53:13.677,151;
15-03-2018 20:53:14.178,147;
15-03-2018 20:53:14.677,142;
15-03-2018 20:53:15.177,137;
15-03-2018 20:53:15.678,132;
15-03-2018 20:53:16.178,128;
15-03-2018 20:53:16.679,123;
15-03-2018 20:53:17.176,119;
15-03-2018 20:53:17.678,115;
15-03-2018 20:53:18.177,111;
15-03-2018 20:53:18.678,108;
15-03-2018 20:53:19.182,104;
15-03-2018 20:53:19.678,100;
15-03-2018 20:53:20.179,96.9;
15-03-2018 20:53:20.677,94.1;
15-03-2018 20:53:21.179,90.4;
15-03-2018 20:53:21.678,87.4;
15-03-2018 20:53:22.177,84.6;
15-03-2018 20:53:22.677,81.8;
15-03-2018 20:53:23.176,78.8;
15-03-2018 20:53:23.677,76.5;
15-03-2018 20:53:25.093,73.6;
15-03-2018 20:53:25.176,67.1;
15-03-2018 20:53:25.678,66.5;
15-03-2018 20:53:26.177,64.2;
15-03-2018 20:53:26.680,62.2;
15-03-2018 20:53:27.177,60.2;
15-03-2018 20:53:27.677,57.9;
15-03-2018 20:53:28.177,56.1;
15-03-2018 20:53:28.677,54.2;
15-03-2018 20:53:29.176,52.5;
15-03-2018 20:53:29.677,50.6;
15-03-2018 20:53:30.178,49;
15-03-2018 20:53:30.677,47.4;
15-03-2018 20:53:31.190,45.9;
15-03-2018 20:53:31.677,44.2;
15-03-2018 20:53:32.176,42.9;
15-03-2018 20:53:32.677,41.6;
15-03-2018 20:53:33.177,40.3;
15-03-2018 20:53:33.677,39;
15-03-2018 20:53:34.175,37.8;
15-03-2018 20:53:34.677,36.6;
15-03-2018 20:53:35.179,35.5;
15-03-2018 20:53:35.677,34.5;
15-03-2018 20:53:36.178,33.4;
15-03-2018 20:53:36.677,32.5;
15-03-2018 20:53:37.178,31.5;
15-03-2018 20:53:37.678,30.6;
15-03-2018 20:53:38.180,29.7;
15-03-2018 20:53:38.677,28.9;
15-03-2018 20:53:39.677,27.3;
15-03-2018 20:53:40.179,26.4;
15-03-2018 20:53:40.678,25.6;
15-03-2018 20:53:41.179,24.9;
15-03-2018 20:53:41.677,24.3;
15-03-2018 20:53:42.178,23.6;
15-03-2018 20:53:42.676,23;
15-03-2018 20:53:43.178,22.4;
15-03-2018 20:53:43.678,21.9;
15-03-2018 20:53:44.178,21.3;
15-03-2018 20:53:44.677,20.7;
15-03-2018 20:53:45.178,20.3;
15-03-2018 20:53:45.680,19.7;
15-03-2018 20:53:46.178,19.2;
15-03-2018 20:53:46.678,18.8;
15-03-2018 20:53:47.178,18.4;
15-03-2018 20:53:47.679,18;
15-03-2018 20:53:48.179,17.6;
15-03-2018 20:53:48.678,17.1;
15-03-2018 20:53:49.176,16.8;
15-03-2018 20:53:49.677,16.4;
15-03-2018 20:53:50.177,16.1;
15-03-2018 20:53:50.678,15.8;
15-03-2018 20:53:51.177,15.5;
15-03-2018 20:53:51.677,15.1;
15-03-2018 20:53:52.179,14.8;
15-03-2018 20:53:52.677,14.6;
15-03-2018 20:53:53.177,14.3;
15-03-2018 20:53:53.676,14;
15-03-2018 20:53:54.204,13.9;
15-03-2018 20:53:54.703,13.5;
15-03-2018 20:53:55.177,13.3;
15-03-2018 20:53:55.680,13.1;
15-03-2018 20:53:56.177,13;
15-03-2018 20:53:56.693,12.8;
15-03-2018 20:53:57.198,12.6;
15-03-2018 20:53:57.677,12.4;
15-03-2018 20:53:58.177,12.2;
15-03-2018 20:53:58.686,12;
15-03-2018 20:53:59.203,11.9;
15-03-2018 20:53:59.678,11.7;
15-03-2018 20:54:00.176,11.5;
15-03-2018 20:54:00.678,11.3;
15-03-2018 20:54:01.178,11.1;
15-03-2018 20:54:01.678,11;
15-03-2018 20:54:02.203,10.8;
15-03-2018 20:54:02.676,10.8;
15-03-2018 20:54:03.177,10.7;
15-03-2018 20:54:03.677,10.5;
15-03-2018 20:54:04.177,10.4;
15-03-2018 20:54:04.691,10.4;
15-03-2018 20:54:05.176,10.2;
15-03-2018 20:54:05.687,10.1;
15-03-2018 20:54:06.187,9.96;
15-03-2018 20:54:06.687,9.91;
15-03-2018 20:54:07.187,9.71;
15-03-2018 20:54:07.687,9.71;
15-03-2018 20:54:08.177,9.59;
15-03-2018 20:54:08.677,9.54;
15-03-2018 20:54:09.187,9.37;
15-03-2018 20:54:09.687,9.27;
15-03-2018 20:54:10.177,9.26;
15-03-2018 20:54:10.677,9.05;
15-03-2018 20:54:11.187,9.08;
15-03-2018 20:54:11.687,8.89;
15-03-2018 20:54:12.187,8.85;
15-03-2018 20:54:12.687,8.72;
15-03-2018 20:54:13.678,8.64;
15-03-2018 20:54:14.179,8.49;
15-03-2018 20:54:14.687,8.38;
15-03-2018 20:54:15.187,8.29;
15-03-2018 20:54:15.688,8.26;
15-03-2018 20:54:16.177,8.27;
15-03-2018 20:54:16.693,8.11;
15-03-2018 20:54:17.187,8.12;
15-03-2018 20:54:17.694,7.99;
15-03-2018 20:54:18.193,7.86;
15-03-2018 20:54:18.687,7.78;
15-03-2018 20:54:19.177,7.72;
15-03-2018 20:54:19.678,7.61;
15-03-2018 20:54:20.187,7.65;
15-03-2018 20:54:20.687,7.55;
15-03-2018 20:54:21.178,7.52;
15-03-2018 20:54:21.688,7.47;
15-03-2018 20:54:22.176,7.35;
15-03-2018 20:54:22.688,7.3;
15-03-2018 20:54:23.188,7.35;
15-03-2018 20:54:23.688,7.21;
15-03-2018 20:54:24.188,7.21;
15-03-2018 20:54:24.688,7.23;
15-03-2018 20:54:25.177,7.15;
15-03-2018 20:54:25.677,7.08;
15-03-2018 20:54:26.188,6.98;
15-03-2018 20:54:26.677,6.88;
15-03-2018 20:54:28.088,6.81;
15-03-2018 20:54:29.176,6.77;
15-03-2018 20:54:29.675,6.69;
15-03-2018 20:54:30.188,6.72;
15-03-2018 20:54:30.688,6.74;
15-03-2018 20:54:31.205,6.64;
15-03-2018 20:54:31.688,6.58;
15-03-2018 20:54:32.188,6.54;
15-03-2018 20:54:32.675,6.54;
15-03-2018 20:54:33.176,6.49;
15-03-2018 20:54:33.676,6.42;
15-03-2018 20:54:34.175,6.35;
15-03-2018 20:54:34.693,6.4;
15-03-2018 20:54:35.183,6.32;
15-03-2018 20:54:35.686,6.28;
15-03-2018 20:54:36.189,6.27;
15-03-2018 20:54:36.675,6.24;
15-03-2018 20:54:37.182,6.21;
15-03-2018 20:54:37.676,6.23;
15-03-2018 20:54:38.176,6.2;
15-03-2018 20:54:38.676,6.13;
15-03-2018 20:54:39.676,5.97;
15-03-2018 20:54:40.176,5.92;
15-03-2018 20:54:40.676,6.05;
15-03-2018 20:54:41.176,5.98;
15-03-2018 20:54:41.676,5.95;
15-03-2018 20:54:42.175,5.93;
15-03-2018 20:54:42.677,5.85;
15-03-2018 20:54:43.176,5.77;
15-03-2018 20:54:43.691,5.67;
15-03-2018 20:54:44.181,5.63;
15-03-2018 20:54:44.676,5.69;
15-03-2018 20:54:45.176,5.63;
15-03-2018 20:54:45.676,5.62;
15-03-2018 20:54:46.176,5.65;
15-03-2018 20:54:46.676,5.62;
15-03-2018 20:54:47.176,5.52;
15-03-2018 20:54:47.678,5.54;
15-03-2018 20:54:48.176,5.44;
15-03-2018 20:54:48.676,5.39;
15-03-2018 20:54:49.176,5.42;
15-03-2018 20:54:49.675,5.42;
15-03-2018 20:54:50.176,5.42;
15-03-2018 20:54:51.176,5.33;
15-03-2018 20:54:51.677,5.28;
15-03-2018 20:54:52.176,5.34;
15-03-2018 20:54:52.676,5.31;
15-03-2018 20:54:53.176,5.33;
15-03-2018 20:54:53.676,5.32;
15-03-2018 20:54:54.176,5.18;
15-03-2018 20:54:54.677,5.28;
15-03-2018 20:54:55.178,5.21;
